population	pdb_id	receptor_name	chain_id	experimental_method	resolution	original_activation_state	original_ligand_type	fusion_protein	fusion_names	cif_title	emdb_ids	em_sample_name	em_particles	citation_title	citation_doi	provenance_status	state_status	final_eligibility	reason	evidence_url	local_evidence	paired_full_complex_pdb	paired_full_complex_particles	exact_particle_count_match_to_full_complex	paired_full_complex_title	pair_evidence_note
terminal_ligand_permissive_P1_59	8GGM	adrb2_human	R	Electron microscopy	3.2		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #5 of 20)	EMD-40013	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	162454	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGM	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGN	adrb2_human	R	Electron microscopy	3.3		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #6 of 20)	EMD-40014	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	193858	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGN	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGO	adrb2_human	R	Electron microscopy	3.2		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #7 of 20)	EMD-40015	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	221239	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGO	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGP	adrb2_human	R	Electron microscopy	3.2		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #8 of 20)	EMD-40016	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	241817	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGP	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGQ	adrb2_human	R	Electron microscopy	3.4		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #9 of 20)	EMD-40017	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	253213	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGQ	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGR	adrb2_human	R	Electron microscopy	3.4		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #10 of 20)	EMD-40018	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	255657	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGR	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGS	adrb2_human	R	Electron microscopy	3.5		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #11 of 20)	EMD-40019	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	248894	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGS	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGT	adrb2_human	R	Electron microscopy	3.5		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #12 of 20)	EMD-40020	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	234058	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGT	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGU	adrb2_human	R	Electron microscopy	3.4		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #13 of 20)	EMD-40021	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	213773	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGU	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGV	adrb2_human	R	Electron microscopy	3.5		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #14 of 20)	EMD-40022	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	189864	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGV	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGW	adrb2_human	R	Electron microscopy	3.6		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #15 of 20)	EMD-40023	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	164153	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGW	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGX	adrb2_human	R	Electron microscopy	3.6		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #16 of 20)	EMD-40024	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	138568	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGX	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGY	adrb2_human	R	Electron microscopy	3.9		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #17 of 20)	EMD-40025	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	112826	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGY	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GGZ	adrb2_human	R	Electron microscopy	3.9		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #18 of 20)	EMD-40026	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	88436	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GGZ	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GH0	adrb2_human	R	Electron microscopy	4.0		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #19 of 20)	EMD-40027	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	66678	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GH0	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8GH1	adrb2_human	R	Electron microscopy	4.1		agonist	False		Locally refined cryoEM structure of receptor from beta-2-adrenergic receptor in complex with GTP-bound Gs heterotrimer (transition intermediate #20 of 20)	EMD-40028	Complex of beta-2 adrenergic receptor and Gs heterotrimer with GTP	47951	Time-resolved cryo-EM of G-protein activation by a GPCR.	10.1038/s41586-024-07153-1	exclude_transducer_conditioned_focus	active	False	PDB title explicitly states locally refined receptor from beta2AR-Gs complex transition intermediate.	https://www.rcsb.org/structure/8GH1	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	6LW5	fpr2_human	A	X-ray diffraction	2.8		agonist	True	b562	Crystal structure of the human formyl peptide receptor 2 in complex with WKYMVm				Structural basis of ligand binding modes at the human formyl peptide receptor 2.	10.1038/s41467-020-15009-1	eligible_partner_free_but_terminal_fusion	active	True	Active-conformation FPR2 X-ray structure with b562 fusion and extracellular peptide agonist; no intracellular transducer.	https://www.rcsb.org/structure/6LW5	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8W8S	gp101_human	R	Electron microscopy	3.3		agonist	False		Cryo-EM structure of the AA14-bound GPR101 complex	EMD-37358	Cryo-EM structure of the AA14-bound GPR101-Gs complex	3646024	Structure of GPR101-Gs enables identification of ligands with rejuvenating potential.	10.1038/s41589-023-01456-6	exclude_transducer_conditioned_focus	active	False	Locally refined AA14-GPR101 receptor model; particle count matches AA14-GPR101-Gs entry 8W8R.	https://doi.org/10.1038/s41589-023-01456-6	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8W8R	3646024	True	Cryo-EM structure of the AA-14-bound GPR101-Gs complex	GPR101 receptor-focused vs Gs complex
terminal_ligand_permissive_P1_59	8IYX	gpr34_human	C	Electron microscopy	3.34		agonist	False		Cryo-EM structure of the GPR34 receptor in complex with the antagonist YL-365	EMD-35832	Cryo-EM structure of the GPR34 receptor in complex with the antagonist YL-365	3266074	Cryo-EM structures of human GPR34 enable the identification of selective antagonists.	10.1073/pnas.2308435120	exclude_inactive_state	inactive	False	Antagonist YL-365-bound GPR34 structure; primary publication explicitly describes it as inactive.	https://doi.org/10.1073/pnas.2308435120	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8XBG	gpr34_human	A	Electron microscopy	3.43		agonist	False		Human GPR34 -Gi complex bound to S3E-LysoPS, receptor focused	EMD-38217	Human GPR34-Gi complex bound to S3E-LysoPS, receptor focused	79925	Structural basis for lysophosphatidylserine recognition by GPR34.	10.1038/s41467-024-45046-z	exclude_transducer_conditioned_focus	active	False	PDB title explicitly identifies GPR34-Gi complex receptor-focused; particle count matches full complex 8XBE.	https://www.rcsb.org/structure/8XBG	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8XBE	79925	True	Human GPR34 -Gi complex bound to S3E-LysoPS	GPR34 receptor-focused vs Gi complex
terminal_ligand_permissive_P1_59	8XBI	gpr34_human	R	Electron microscopy	3.06		agonist	False		Human GPR34 -Gi complex bound to M1, receptor focused	EMD-38219	Human GPR34-Gi complex bound to M1,receptor focused	236096	Structural basis for lysophosphatidylserine recognition by GPR34.	10.1038/s41467-024-45046-z	exclude_transducer_conditioned_focus	active	False	PDB title explicitly identifies GPR34-Gi complex receptor-focused; particle count matches full complex 8XBH.	https://www.rcsb.org/structure/8XBI	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8XBH	236096	True	Human GPR34 -Gi complex bound to M1	GPR34 receptor-focused vs Gi complex
terminal_ligand_permissive_P1_59	7ZL9	hcar2_human	A	X-ray diffraction	2.7		apo	True	b562	Crystal structure of human GPCR Niacin receptor (HCA2)				Structural insights into the human niacin receptor HCA2-G i signalling complex.	10.1038/s41467-023-37177-6	exclude_inactive_state	inactive	False	HCA2-b562 X-ray structure from a study explicitly describing the crystal structures as inactive.	https://doi.org/10.1038/s41467-023-37177-6	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8K5B	hcar2_human	A	Electron microscopy	3.43		agonist	False		Cryo-EM structure of niacin bound human hydroxy-carboxylic acid receptor 2 (Local refinement)	EMD-36900	Niacin bound human hydroxy-carboxylic acid receptor 2	291411	Structural basis for ligand recognition and signaling of hydroxy-carboxylic acid receptor 2.	10.1038/s41467-023-42764-8	exclude_transducer_conditioned_focus	active	False	PDB title says local refinement; source paper reports three ligand-bound HCAR2-Gi signaling complexes.	https://doi.org/10.1038/s41467-023-42764-8	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8K5C	hcar2_human	A	Electron microscopy	3.13		agonist	False		Cryo-EM structure of Acipimox bound human hydroxy-carboxylic acid receptor 2 (Local refinement)	EMD-36901	Acipimox bound human hydroxy-carboxylic acid receptor 2	228127	Structural basis for ligand recognition and signaling of hydroxy-carboxylic acid receptor 2.	10.1038/s41467-023-42764-8	exclude_transducer_conditioned_focus	active	False	Local HCAR2 refinement; particle count matches full HCAR2-Gi entry 8I7V.	https://doi.org/10.1038/s41467-023-42764-8	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8I7V	228127	True	Cryo-EM structure of Acipimox bound human hydroxy-carboxylic acid receptor 2 in complex with Gi heterotrimer	HCAR2 local vs Gi complex
terminal_ligand_permissive_P1_59	8K5D	hcar2_human	A	Electron microscopy	3.74		agonist	False		Cryo-EM structure of GSK256073 bound human hydroxy-carboxylic acid receptor 2 (Local refinement)	EMD-36902	GSK256073 bound human hydroxy-carboxylic acid receptor 2	153633	Structural basis for ligand recognition and signaling of hydroxy-carboxylic acid receptor 2.	10.1038/s41467-023-42764-8	exclude_transducer_conditioned_focus	active	False	Local HCAR2 refinement; particle count matches full HCAR2-Gi entry 8I7W.	https://doi.org/10.1038/s41467-023-42764-8	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8I7W	153633	True	Cryo-EM structure of GSK256073 bound human hydroxy-carboxylic acid receptor 2 in complex with Gi heterotrimer	HCAR2 local vs Gi complex
terminal_ligand_permissive_P1_59	8IHK	hcar3_human	R	Electron microscopy	3.21		agonist	True	b562	Cryo-EM structure of HCA3-Gi complex with acifran (local)	EMD-35447	Multiprotein complex	95567	Structural basis of hydroxycarboxylic acid receptor signaling mechanisms through ligand binding.	10.1038/s41467-023-41650-7	exclude_transducer_conditioned_focus	active	False	HCA3-Gi complex local reconstruction; particle count matches full HCA3-Gi entry 8IHJ.	https://www.rcsb.org/structure/8IHK	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8IHJ	95567	True	Cryo-EM structure of HCA3-Gi complex with acifran	HCAR3 local vs Gi complex
terminal_ligand_permissive_P1_59	7YU4	lpar1_human	A	Electron microscopy	3.3		agonist	False		Human Lysophosphatidic Acid Receptor 1-Gi complex bound to ONO-0740556, focused on receptor	EMD-34098	Human Lysophosphatidic Acid Receptor 1 bound to ONO-0740556	181071	Structure of the active G i -coupled human lysophosphatidic acid receptor 1 complexed with a potent agonist.	10.1038/s41467-022-33121-2	exclude_transducer_conditioned_focus	active	False	PDB title explicitly identifies LPA1-Gi complex focused on receptor.	https://www.rcsb.org/structure/7YU4	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	7VV6	mrgx2_human	R	Electron microscopy	3.3		agonist	False		Cryo-EM structure of pseudoallergen receptor MRGPRX2 complex with C48/80 (local)	EMD-32139	Cryo-EM structure of pseudoallergen receptor MRGPRX2 complex with C48/80 (local)	587441	Structure, function and pharmacology of human itch receptor complexes.	10.1038/s41586-021-04077-y	exclude_transducer_conditioned_focus	active	False	MRGPRX2 receptor local reconstruction from a receptor-complex cryo-EM study; not an independent partner-free specimen.	https://www.rcsb.org/structure/7VV6	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	8KEX	mrgx4_human	E	Electron microscopy	3.2		agonist	True	b562	CryoEM structure of Gq coupled MRGPRX4 with agonist DCA-3P, local	EMD-37191	Cryo-EM structure of MRGPRX4 complex with agonist DCA-3P	451859	Structure-guided discovery of bile acid derivatives for treating liver diseases without causing itch.	10.1016/j.cell.2024.10.001	exclude_transducer_conditioned_focus	active	False	Gq-coupled MRGPRX4 local reconstruction; particle count matches full complex 8K4S.	https://www.rcsb.org/structure/8KEX	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available	8K4S	451859	True	CryoEM structure of Gq coupled MRGPRX4 with agonist DCA-3P	MRGPRX4 local vs Gq complex
terminal_ligand_permissive_P1_59	4XEE	ntr1_rat	A	X-ray diffraction	2.9		agonist	True	endolysin	Structure of active-like neurotensin receptor				Structural prerequisites for G-protein activation by the neurotensin receptor.	10.1038/ncomms8895	eligible_partner_free_but_terminal_fusion	active_like	True	Active-like rat NTSR1 X-ray structure with endolysin fusion and extracellular neurotensin peptide; no intracellular transducer.	https://www.rcsb.org/structure/4XEE	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	4XES	ntr1_rat	A	X-ray diffraction	2.6		agonist	True	endolysin	Structure of active-like neurotensin receptor				Structural prerequisites for G-protein activation by the neurotensin receptor.	10.1038/ncomms8895	eligible_partner_free_but_terminal_fusion	active_like	True	Active-like rat NTSR1 X-ray structure with endolysin fusion and extracellular neurotensin peptide; no intracellular transducer.	https://www.rcsb.org/structure/4XES	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	6PT3	oprd_human	A	X-ray diffraction	3.3		agonist	False								eligible_genuine_partner_free	active	True	Active DOP crystal with small-molecule agonist DPI-287; no intracellular transducer.	https://www.rcsb.org/structure/6PT3	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	3CAP	opsd_bovin	A	X-ray diffraction	2.9		apo	False		Crystal Structure of Native Opsin: the G Protein-Coupled Receptor Rhodopsin in its Ligand-free State				Crystal structure of the ligand-free G-protein-coupled receptor opsin	10.1038/nature07063	eligible_genuine_partner_free	active_or_active_like	True	Native ligand-free opsin crystal; no intracellular transducer.	https://www.rcsb.org/structure/3CAP	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
terminal_ligand_permissive_P1_59	3PXO	opsd_bovin	A	X-ray diffraction	3.0		agonist	False		Crystal structure of Metarhodopsin II				Crystal structure of metarhodopsin II.	10.1038/nature09789	eligible_genuine_partner_free	active_or_active_like	True	Metarhodopsin II-alone crystal; related peptide-bound structure is a separate PDB entry.	https://www.rcsb.org/structure/3PXO	Deposited mmCIF _struct.title/_em_entity_assembly.name/_em_3d_reconstruction.num_particles where available					
